,Blinkroot Seed,Daybloom Seed,Deathweed Seed,Fireblossom Seed,Moonglow Seed,Shiverthorn Seed,Waterleaf Seed
Herb_Bag_9187,27,4,27,29,18,20,9
Herb_Bag_9188,19,20,16,26,4,17,19
Herb_Bag_9189,26,23,28,22,3,32,13
Herb_Bag_9190,23,29,23,31,15,31,22
Herb_Bag_9191,22,17,16,23,21,17,11
Herb_Bag_9192,16,19,23,28,13,27,18
Herb_Bag_9193,19,9,22,30,17,25,8
Herb_Bag_9194,25,38,22,23,5,20,7
Herb_Bag_9195,16,19,17,14,13,7,18
Herb_Bag_9196,18,15,14,16,5,15,22
Herb_Bag_9197,22,21,22,22,11,25,17
Herb_Bag_9198,27,28,20,26,15,12,12
Herb_Bag_9199,30,16,18,11,8,12,13
Herb_Bag_9200,24,18,20,23,8,18,15
Herb_Bag_9201,26,28,14,32,0,33,15
Herb_Bag_9202,21,45,28,9,11,24,13
Herb_Bag_9203,16,18,15,50,14,14,17
Herb_Bag_9204,13,15,25,31,0,34,10
Herb_Bag_9205,20,34,27,0,11,36,18
Herb_Bag_9206,16,25,26,39,10,12,16
Herb_Bag_9207,18,32,18,38,5,21,15
Herb_Bag_9208,20,30,21,15,8,20,36
Herb_Bag_9209,16,21,15,16,17,30,28
Herb_Bag_9210,22,12,28,1,18,15,10
Herb_Bag_9211,29,13,23,22,11,23,8
Herb_Bag_9212,15,19,33,8,13,36,10
Herb_Bag_9213,11,33,22,28,17,26,12
Herb_Bag_9214,20,24,16,35,13,24,20
Herb_Bag_9215,22,38,17,13,7,14,15
Herb_Bag_9216,9,8,18,40,13,12,15
Herb_Bag_9217,25,25,27,23,8,33,0
Herb_Bag_9218,17,21,27,25,10,17,20
Herb_Bag_9219,10,22,19,32,1,16,15
Herb_Bag_9220,22,26,14,21,6,19,15
Herb_Bag_9221,17,18,16,11,18,20,23
Herb_Bag_9222,22,23,23,25,13,13,17
Herb_Bag_9223,27,28,23,41,0,13,26
Herb_Bag_9224,18,21,16,18,1,24,11
Herb_Bag_9225,16,21,5,18,17,28,7
Herb_Bag_9226,22,17,11,11,7,11,24
Herb_Bag_9227,17,22,20,16,20,12,14
Herb_Bag_9228,24,23,10,23,18,32,33
Herb_Bag_9229,27,34,21,13,6,29,18
Herb_Bag_9230,14,16,27,39,11,35,8
Herb_Bag_9231,10,14,18,28,0,17,8
Herb_Bag_9232,17,37,18,18,4,34,19
Herb_Bag_9233,14,26,17,25,16,18,18
Herb_Bag_9234,13,35,21,13,7,21,19
Herb_Bag_9235,15,12,24,40,5,13,11
Herb_Bag_9236,20,34,21,0,1,22,13
Herb_Bag_9237,31,37,19,44,18,31,20
Herb_Bag_9238,33,29,18,40,17,24,9
Herb_Bag_9239,16,24,26,16,9,10,32
Herb_Bag_9240,25,5,27,13,0,13,6
Herb_Bag_9241,30,29,22,44,13,15,16
Herb_Bag_9242,23,16,19,40,0,17,15
Herb_Bag_9243,8,22,24,19,4,12,18
Herb_Bag_9244,23,29,22,13,11,22,35
Herb_Bag_9245,20,17,18,24,12,4,12
Herb_Bag_9246,24,29,19,22,18,29,10
Herb_Bag_9247,14,34,19,13,6,16,18
Herb_Bag_9248,31,15,28,32,3,18,23
Herb_Bag_9249,16,6,13,21,16,17,8
Herb_Bag_9250,31,21,15,31,14,19,17
Herb_Bag_9251,21,38,25,28,14,24,16
Herb_Bag_9252,11,25,9,35,1,21,14
Herb_Bag_9253,20,12,25,27,3,24,19
Herb_Bag_9254,12,32,22,7,6,30,12
Herb_Bag_9255,22,25,17,17,12,14,3
Herb_Bag_9256,23,40,19,24,15,16,18
Herb_Bag_9257,28,31,23,0,13,20,17
Herb_Bag_9258,6,27,27,33,11,27,8
Herb_Bag_9259,23,12,27,40,9,16,11
Herb_Bag_9260,13,27,20,30,12,22,12
Herb_Bag_9261,19,23,17,25,11,14,12
Herb_Bag_9262,9,37,21,44,15,29,19
Herb_Bag_9263,21,22,19,29,9,36,20
Herb_Bag_9264,20,18,31,24,13,15,16
Herb_Bag_9265,21,25,24,20,10,18,7
Herb_Bag_9266,23,20,29,24,8,5,14
Herb_Bag_9267,9,32,28,13,10,19,24
Herb_Bag_9268,26,29,18,17,10,15,13
Herb_Bag_9269,23,19,19,16,0,29,0
Herb_Bag_9270,14,29,16,26,17,17,14
Herb_Bag_9271,18,12,25,27,4,22,8
Herb_Bag_9272,25,37,21,24,15,36,5
Herb_Bag_9273,9,22,18,0,4,20,16
Herb_Bag_9274,21,36,17,9,10,21,12
Herb_Bag_9275,21,15,18,24,4,15,9
Herb_Bag_9276,13,34,20,21,13,8,10
Herb_Bag_9277,36,0,12,32,10,27,28
Herb_Bag_9278,20,12,20,8,11,9,12
Herb_Bag_9279,14,13,22,39,15,17,15
Herb_Bag_9280,2,36,14,16,11,25,8
Herb_Bag_9281,10,24,17,30,10,24,20
Herb_Bag_9282,20,20,20,21,9,24,20
Herb_Bag_9283,14,0,20,31,13,24,8
Herb_Bag_9284,26,26,21,0,7,21,17
Herb_Bag_9285,21,44,17,28,18,15,24
Herb_Bag_9286,22,33,22,19,10,7,15
Herb_Bag_9287,21,43,21,19,5,21,14
Herb_Bag_9288,5,20,18,27,14,4,11
Herb_Bag_9289,26,14,24,8,10,24,16
Herb_Bag_9290,5,9,16,24,17,24,10
Herb_Bag_9291,16,13,16,12,4,21,19
Herb_Bag_9292,22,25,20,16,15,14,3
Herb_Bag_9293,10,17,20,31,9,25,11
Herb_Bag_9294,24,17,19,20,5,23,18
Herb_Bag_9295,13,30,19,33,7,21,12
Herb_Bag_9296,28,34,19,24,9,30,0
Herb_Bag_9297,28,18,26,11,5,32,22
Herb_Bag_9298,15,27,29,14,7,21,16
Herb_Bag_9299,29,23,22,32,5,22,6
Herb_Bag_9300,28,37,11,14,6,14,23
Herb_Bag_9301,21,18,16,30,10,28,16
Herb_Bag_9302,27,0,28,22,14,21,8
Herb_Bag_9303,5,16,15,16,10,13,14
Herb_Bag_9304,16,22,22,0,8,12,12
Herb_Bag_9305,13,20,22,18,9,12,22
Herb_Bag_9306,20,12,19,16,12,11,16
Herb_Bag_9307,22,21,19,19,5,19,14
Herb_Bag_9308,15,42,24,7,9,14,13
Herb_Bag_9309,29,10,24,16,17,12,26
Herb_Bag_9310,23,13,15,29,11,15,15
Herb_Bag_9311,37,33,23,10,2,6,13
Herb_Bag_9312,18,23,20,21,9,17,10
Herb_Bag_9313,13,34,11,3,10,17,22
Herb_Bag_9314,24,10,4,14,8,5,23
Herb_Bag_9315,25,23,25,9,7,9,14
Herb_Bag_9316,34,33,25,10,5,13,12
Herb_Bag_9317,20,28,16,21,12,18,18
Herb_Bag_9318,23,37,20,48,20,12,7
Herb_Bag_9319,22,25,8,5,14,13,22
Herb_Bag_9320,16,14,26,39,13,23,6
Herb_Bag_9321,18,19,23,9,4,11,21
Herb_Bag_9322,13,35,20,0,12,14,18
Herb_Bag_9323,27,6,23,4,2,15,21
Herb_Bag_9324,15,16,10,11,12,14,8
Herb_Bag_9325,15,24,25,31,5,12,13
Herb_Bag_9326,14,40,14,26,10,14,15
Herb_Bag_9327,19,20,12,23,7,33,25
Herb_Bag_9328,17,29,29,24,8,20,16
Herb_Bag_9329,13,15,20,15,3,27,7
Herb_Bag_9330,24,22,19,18,19,22,15
Herb_Bag_9331,10,20,33,20,16,21,8
Herb_Bag_9332,21,9,24,30,6,7,10
Herb_Bag_9333,24,6,25,35,8,12,15
Herb_Bag_9334,9,11,20,17,10,21,6
Herb_Bag_9335,33,5,16,10,7,25,17
Herb_Bag_9336,29,12,25,6,5,12,19
Herb_Bag_9337,18,15,20,24,19,20,19
Herb_Bag_9338,30,25,14,25,17,29,24
Herb_Bag_9339,9,21,18,3,4,16,10
Herb_Bag_9340,21,28,18,1,7,24,20
Herb_Bag_9341,23,31,23,49,19,24,9
Herb_Bag_9342,15,14,25,27,7,18,4
Herb_Bag_9343,5,19,21,6,15,27,17
Herb_Bag_9344,13,24,23,0,4,17,6
Herb_Bag_9345,24,21,15,22,14,28,21
Herb_Bag_9346,35,22,14,25,8,19,7
Herb_Bag_9347,22,16,18,24,10,18,4
Herb_Bag_9348,15,23,20,36,13,17,25
Herb_Bag_9349,21,19,5,18,15,11,8
Herb_Bag_9350,18,11,18,17,19,20,14
Herb_Bag_9351,15,21,20,51,11,20,20
Herb_Bag_9352,14,33,27,39,13,18,3
Herb_Bag_9353,17,0,18,25,12,19,17
Herb_Bag_9354,18,21,30,10,7,18,21
Herb_Bag_9355,36,38,17,12,13,13,21
Herb_Bag_9356,15,12,17,35,13,21,23
Herb_Bag_9357,21,19,18,32,12,24,18
Herb_Bag_9358,22,35,29,22,13,31,18
Herb_Bag_9359,17,37,26,14,14,21,18
Herb_Bag_9360,15,9,30,24,12,11,11
Herb_Bag_9361,14,19,28,40,12,29,10
Herb_Bag_9362,23,12,21,31,3,21,22
Herb_Bag_9363,16,15,12,8,11,19,24
Herb_Bag_9364,14,21,22,18,5,12,8
Herb_Bag_9365,17,20,23,27,8,16,5
Herb_Bag_9366,20,6,32,42,16,18,9
Herb_Bag_9367,14,14,17,8,0,7,16
Herb_Bag_9368,13,21,23,27,4,23,12
Herb_Bag_9369,26,24,21,39,10,25,6
Herb_Bag_9370,29,8,11,29,17,33,7
Herb_Bag_9371,22,20,14,55,17,12,12
Herb_Bag_9372,20,22,19,33,6,11,4
Herb_Bag_9373,24,0,17,21,18,18,11
Herb_Bag_9374,15,16,19,16,14,21,12
Herb_Bag_9375,23,32,14,14,15,31,12
Herb_Bag_9376,27,27,18,20,12,30,13
Herb_Bag_9377,24,29,22,0,20,23,24
Herb_Bag_9378,16,23,15,23,11,15,21
Herb_Bag_9379,25,7,14,7,14,13,19
Herb_Bag_9380,24,40,18,27,2,12,19
Herb_Bag_9381,23,30,20,18,13,13,9
Herb_Bag_9382,25,10,23,0,6,9,17
Herb_Bag_9383,23,30,27,18,7,7,11
Herb_Bag_9384,15,29,21,23,12,17,12
Herb_Bag_9385,21,28,20,17,12,17,25
Herb_Bag_9386,21,17,21,3,18,11,12
Herb_Bag_9387,13,35,20,22,17,16,17
Herb_Bag_9388,29,24,19,31,8,33,11
Herb_Bag_9389,20,21,16,31,20,17,20
Herb_Bag_9390,24,0,23,24,18,21,17
Herb_Bag_9391,4,41,14,7,9,25,9
Herb_Bag_9392,16,7,21,17,10,22,22
Herb_Bag_9393,29,13,35,38,15,12,20
Herb_Bag_9394,28,25,13,34,13,17,21
Herb_Bag_9395,23,34,18,19,16,25,16
Herb_Bag_9396,13,26,26,0,18,18,19
Herb_Bag_9397,20,34,17,14,14,25,18
Herb_Bag_9398,19,22,24,31,10,19,23
Herb_Bag_9399,19,30,20,14,9,26,16
Herb_Bag_9400,20,13,23,16,6,15,15
Herb_Bag_9401,23,13,13,18,10,22,11
Herb_Bag_9402,19,10,22,16,11,14,18
Herb_Bag_9403,13,12,22,21,8,12,9
Herb_Bag_9404,26,43,23,15,14,32,21
Herb_Bag_9405,2,39,23,43,8,12,14
Herb_Bag_9406,24,18,12,14,8,16,18
Herb_Bag_9407,27,59,25,14,23,23,13
Herb_Bag_9408,28,18,27,10,8,19,26
Herb_Bag_9409,28,7,21,32,8,11,21
Herb_Bag_9410,12,9,13,14,4,9,20
Herb_Bag_9411,17,0,23,27,13,19,2
Herb_Bag_9412,21,12,18,33,5,22,6
Herb_Bag_9413,21,19,26,29,7,15,21
Herb_Bag_9414,28,20,15,34,17,8,13
Herb_Bag_9415,18,19,10,31,4,21,10
Herb_Bag_9416,23,30,20,26,14,18,5
Herb_Bag_9417,23,19,24,28,3,33,11
Herb_Bag_9418,20,30,6,27,8,14,19
Herb_Bag_9419,17,32,18,28,3,24,12
Herb_Bag_9420,21,31,18,25,8,17,15
Herb_Bag_9421,19,4,19,15,6,7,13
Herb_Bag_9422,18,6,15,21,10,16,9
Herb_Bag_9423,23,25,15,23,11,13,17
Herb_Bag_9424,23,42,23,29,5,7,17
Herb_Bag_9425,19,30,20,18,15,19,16
Herb_Bag_9426,17,23,12,0,16,11,16
Herb_Bag_9427,12,30,31,24,10,33,30
Herb_Bag_9428,13,15,28,38,5,25,9
Herb_Bag_9429,18,19,22,27,14,14,11
Herb_Bag_9430,18,28,21,6,6,28,19
Herb_Bag_9431,25,22,21,31,6,29,21
Herb_Bag_9432,25,30,25,14,8,22,14
Herb_Bag_9433,20,14,17,30,18,5,11
Herb_Bag_9434,26,29,17,14,11,17,21
Herb_Bag_9435,7,32,23,26,10,7,20
Herb_Bag_9436,12,23,27,29,12,28,12
Herb_Bag_9437,25,13,21,18,3,30,17
Herb_Bag_9438,14,18,20,15,9,2,22
Herb_Bag_9439,31,9,25,8,18,27,14
Herb_Bag_9440,22,18,24,40,0,21,10
Herb_Bag_9441,18,33,25,34,6,26,5
Herb_Bag_9442,22,5,20,33,16,8,19
Herb_Bag_9443,22,16,11,36,9,12,19
Herb_Bag_9444,32,20,3,29,11,13,25
Herb_Bag_9445,17,9,19,19,14,18,15
Herb_Bag_9446,11,29,27,13,6,26,4
Herb_Bag_9447,20,23,22,23,4,10,23
Herb_Bag_9448,21,37,23,17,6,32,25
Herb_Bag_9449,16,20,17,24,14,21,16
Herb_Bag_9450,28,15,13,17,13,20,14
Herb_Bag_9451,17,37,21,25,6,17,20
Herb_Bag_9452,19,45,17,0,5,30,16
Herb_Bag_9453,23,39,26,18,8,10,18
Herb_Bag_9454,29,25,19,38,7,12,14
Herb_Bag_9455,17,8,12,22,14,20,29
Herb_Bag_9456,26,6,20,30,8,28,30
Herb_Bag_9457,20,19,12,11,10,21,19
Herb_Bag_9458,17,15,13,0,10,19,21
Herb_Bag_9459,17,27,21,20,11,7,9
Herb_Bag_9460,26,21,13,31,11,13,19
Herb_Bag_9461,9,26,12,1,11,24,27
Herb_Bag_9462,17,13,32,3,18,11,6
Herb_Bag_9463,19,26,20,18,11,19,19
Herb_Bag_9464,23,25,26,36,11,21,20
Herb_Bag_9465,20,33,22,17,13,24,22
Herb_Bag_9466,22,8,25,32,16,10,14
Herb_Bag_9467,24,28,21,11,9,18,15
Herb_Bag_9468,23,20,10,4,17,19,11
Herb_Bag_9469,32,25,28,3,2,5,9
Herb_Bag_9470,34,20,17,32,6,24,14
Herb_Bag_9471,17,17,22,21,11,30,10
Herb_Bag_9472,10,38,9,25,11,24,7
Herb_Bag_9473,35,6,26,11,19,18,13
Herb_Bag_9474,21,40,15,32,12,17,15
Herb_Bag_9475,14,16,14,13,15,22,7
Herb_Bag_9476,14,17,17,24,7,17,12
Herb_Bag_9477,33,27,16,38,9,23,22
Herb_Bag_9478,11,26,5,31,12,26,22
Herb_Bag_9479,28,8,24,33,11,9,14
Herb_Bag_9480,24,30,23,18,13,29,21
Herb_Bag_9481,21,32,25,5,12,16,22
Herb_Bag_9482,19,17,8,30,16,34,16
Herb_Bag_9483,24,33,19,1,14,27,20
Herb_Bag_9484,11,22,17,0,4,15,12
Herb_Bag_9485,20,25,16,18,2,12,8
Herb_Bag_9486,24,13,23,48,11,16,21
Herb_Bag_9487,18,22,18,27,0,19,9
Herb_Bag_9488,33,27,21,45,15,29,12
Herb_Bag_9489,9,23,27,29,13,28,13
Herb_Bag_9490,14,18,14,36,10,21,19
Herb_Bag_9491,22,20,18,20,10,21,12
Herb_Bag_9492,18,23,16,8,9,20,13
Herb_Bag_9493,30,35,15,8,4,12,4
Herb_Bag_9494,32,31,19,34,7,30,22
Herb_Bag_9495,22,9,12,44,1,16,0
Herb_Bag_9496,17,0,12,5,14,18,9
Herb_Bag_9497,18,21,24,17,11,16,11
Herb_Bag_9498,29,23,23,14,9,19,25
Herb_Bag_9499,18,27,27,28,13,17,4
Herb_Bag_9500,20,22,28,35,9,33,17
Herb_Bag_9501,25,17,22,40,15,16,5
Herb_Bag_9502,7,23,11,11,10,12,20
Herb_Bag_9503,32,23,15,12,12,9,11
Herb_Bag_9504,23,7,12,24,6,23,27
Herb_Bag_9505,25,1,22,25,12,22,6
Herb_Bag_9506,14,23,19,17,12,15,13
Herb_Bag_9507,19,32,13,29,12,23,21
Herb_Bag_9508,26,20,16,0,5,16,0
Herb_Bag_9509,26,28,14,37,10,25,12
Herb_Bag_9510,28,12,14,38,9,31,5
Herb_Bag_9511,18,19,14,28,17,17,17
Herb_Bag_9512,19,28,20,15,10,4,17
Herb_Bag_9513,22,7,19,29,12,7,13
Herb_Bag_9514,20,21,26,25,13,40,16
Herb_Bag_9515,21,29,27,18,11,12,20
Herb_Bag_9516,26,34,13,23,14,29,15
Herb_Bag_9517,15,20,22,21,13,22,10
Herb_Bag_9518,19,11,21,19,12,25,5
Herb_Bag_9519,7,14,19,0,8,18,16
Herb_Bag_9520,23,25,36,7,2,14,16
Herb_Bag_9521,9,28,19,4,2,22,18
Herb_Bag_9522,16,39,17,39,13,22,17
Herb_Bag_9523,20,33,22,20,9,17,8
Herb_Bag_9524,13,8,21,30,4,33,17
Herb_Bag_9525,21,13,16,25,15,18,25
Herb_Bag_9526,11,16,22,34,8,29,21
Herb_Bag_9527,29,6,21,35,11,34,14
Herb_Bag_9528,21,28,24,10,14,18,15
Herb_Bag_9529,10,27,9,37,4,10,17
Herb_Bag_9530,11,31,13,28,12,32,12
Herb_Bag_9531,25,12,13,37,18,18,26
Herb_Bag_9532,31,15,25,0,7,28,0
Herb_Bag_9533,32,29,24,4,10,19,16
Herb_Bag_9534,21,16,17,33,13,13,26
Herb_Bag_9535,22,9,15,30,10,8,8
Herb_Bag_9536,23,19,14,21,13,21,15
Herb_Bag_9537,23,21,27,30,12,0,20
Herb_Bag_9538,19,0,29,35,3,17,20
Herb_Bag_9539,10,34,27,18,7,31,12
Herb_Bag_9540,12,12,25,38,9,15,4
Herb_Bag_9541,21,11,20,22,1,34,8
Herb_Bag_9542,31,16,25,0,15,27,25
Herb_Bag_9543,29,31,23,17,8,11,14
Herb_Bag_9544,20,13,31,30,12,19,13
Herb_Bag_9545,23,12,29,3,4,17,15
Herb_Bag_9546,17,32,14,20,10,35,18
Herb_Bag_9547,27,27,22,10,9,12,18
Herb_Bag_9548,26,29,22,24,0,34,17
Herb_Bag_9549,24,14,24,14,12,10,15
Herb_Bag_9550,16,6,17,26,2,20,19
Herb_Bag_9551,16,25,26,19,14,26,8
Herb_Bag_9552,27,25,34,26,3,15,12
Herb_Bag_9553,16,27,12,31,12,12,21
Herb_Bag_9554,31,36,26,18,3,27,10
Herb_Bag_9555,18,15,22,18,16,17,12
Herb_Bag_9556,9,26,20,2,1,9,22
Herb_Bag_9557,33,17,28,30,5,16,0
Herb_Bag_9558,19,21,13,11,8,19,20
Herb_Bag_9559,21,10,21,30,13,16,17
Herb_Bag_9560,22,22,18,24,12,10,19
Herb_Bag_9561,12,39,17,38,3,22,15
Herb_Bag_9562,21,25,18,30,9,14,12
Herb_Bag_9563,3,16,19,15,0,24,16
Herb_Bag_9564,12,31,20,35,16,14,20
Herb_Bag_9565,16,26,20,27,8,25,15
Herb_Bag_9566,17,28,31,32,9,15,21
Herb_Bag_9567,26,38,24,0,11,11,11
Herb_Bag_9568,28,15,11,28,18,9,15
Herb_Bag_9569,26,19,23,26,10,17,13
Herb_Bag_9570,21,15,23,10,11,24,17
Herb_Bag_9571,15,23,23,20,9,22,16
Herb_Bag_9572,6,35,23,24,8,16,14
Herb_Bag_9573,20,43,33,24,15,25,18
Herb_Bag_9574,22,44,23,35,6,10,5
Herb_Bag_9575,12,41,20,28,12,15,5
Herb_Bag_9576,26,17,22,37,0,10,10
Herb_Bag_9577,37,26,21,29,8,28,17
Herb_Bag_9578,20,24,13,19,7,20,8
Herb_Bag_9579,15,27,12,16,2,22,16
Herb_Bag_9580,31,20,15,19,8,24,10
Herb_Bag_9581,14,22,22,34,18,19,18
Herb_Bag_9582,11,25,20,20,16,20,18
Herb_Bag_9583,19,20,24,5,7,23,28
Herb_Bag_9584,28,16,25,40,12,31,8
Herb_Bag_9585,26,29,23,8,14,18,10
Herb_Bag_9586,16,32,4,32,5,12,9
Herb_Bag_9587,16,31,18,48,4,28,8
Herb_Bag_9588,15,30,7,23,2,15,15
Herb_Bag_9589,25,22,23,33,8,21,22
Herb_Bag_9590,29,19,19,39,16,30,20
Herb_Bag_9591,31,17,24,2,9,21,8
Herb_Bag_9592,27,28,27,7,14,30,27
Herb_Bag_9593,23,6,7,16,10,24,11
Herb_Bag_9594,19,23,32,19,11,21,23
Herb_Bag_9595,30,20,17,2,5,13,9
Herb_Bag_9596,17,31,28,44,8,30,17
Herb_Bag_9597,12,13,18,37,9,22,23
Herb_Bag_9598,18,31,10,16,9,23,19
Herb_Bag_9599,11,8,19,18,2,14,21
Herb_Bag_9600,22,21,16,23,6,18,12
Herb_Bag_9601,14,14,18,52,10,33,19
Herb_Bag_9602,27,17,29,24,14,20,14
Herb_Bag_9603,7,36,19,43,11,22,11
Herb_Bag_9604,21,35,19,30,10,21,18
Herb_Bag_9605,22,6,16,0,7,33,10
Herb_Bag_9606,16,18,18,11,16,23,10
Herb_Bag_9607,17,22,21,14,5,10,25
Herb_Bag_9608,11,34,17,14,13,21,20
Herb_Bag_9609,24,40,21,24,8,25,17
Herb_Bag_9610,23,29,4,17,4,24,12
Herb_Bag_9611,9,32,10,18,6,18,20
Herb_Bag_9612,20,26,26,0,17,24,22
Herb_Bag_9613,23,19,24,12,12,28,13
Herb_Bag_9614,14,13,17,19,3,31,13
Herb_Bag_9615,22,16,25,44,16,16,0
Herb_Bag_9616,19,29,27,34,0,19,20
Herb_Bag_9617,31,16,24,23,13,32,12
Herb_Bag_9618,29,24,25,31,8,24,10
Herb_Bag_9619,26,21,27,1,14,12,18
Herb_Bag_9620,26,32,22,25,1,16,4
Herb_Bag_9621,27,34,18,17,9,26,9
Herb_Bag_9622,22,18,28,21,12,23,7
Herb_Bag_9623,15,12,23,8,17,26,3
Herb_Bag_9624,19,22,24,27,8,21,19
Herb_Bag_9625,13,36,23,15,11,37,23
Herb_Bag_9626,18,27,27,32,7,26,15
Herb_Bag_9627,19,8,6,11,6,21,14
Herb_Bag_9628,10,0,20,37,6,19,6
Herb_Bag_9629,21,25,20,8,6,22,9
Herb_Bag_9630,30,12,26,38,11,15,15
Herb_Bag_9631,22,42,26,9,7,28,21
Herb_Bag_9632,15,16,15,24,13,21,10
Herb_Bag_9633,24,48,31,24,7,6,11
Herb_Bag_9634,28,14,18,18,14,22,17
Herb_Bag_9635,13,38,37,0,6,12,14
Herb_Bag_9636,12,9,23,28,1,20,22
Herb_Bag_9637,19,22,13,47,10,20,20
Herb_Bag_9638,30,16,17,25,9,21,14
Herb_Bag_9639,21,18,17,23,12,21,8
Herb_Bag_9640,16,21,14,20,8,13,25
Herb_Bag_9641,15,22,27,23,10,18,11
Herb_Bag_9642,18,17,21,33,13,30,9
Herb_Bag_9643,19,20,19,7,8,15,23
Herb_Bag_9644,14,18,20,10,13,13,19
Herb_Bag_9645,10,24,28,27,7,7,12
Herb_Bag_9646,19,23,16,33,6,18,15
Herb_Bag_9647,18,16,31,9,7,19,15
Herb_Bag_9648,23,41,17,23,15,26,18
Herb_Bag_9649,36,30,20,19,11,8,18
Herb_Bag_9650,26,16,24,0,13,34,12
Herb_Bag_9651,16,34,16,28,3,20,11
Herb_Bag_9652,22,32,16,27,12,21,13
Herb_Bag_9653,12,30,22,24,6,19,25
Herb_Bag_9654,15,15,13,35,17,17,7
Herb_Bag_9655,16,15,24,0,11,20,10
Herb_Bag_9656,12,49,11,19,12,20,7
Herb_Bag_9657,21,39,18,29,9,7,4
Herb_Bag_9658,27,23,24,47,7,23,9
Herb_Bag_9659,22,27,22,45,13,13,16
Herb_Bag_9660,16,8,13,23,8,18,19
Herb_Bag_9661,17,28,23,17,7,9,22
Herb_Bag_9662,21,11,15,30,8,11,9
Herb_Bag_9663,22,32,14,6,10,6,9
Herb_Bag_9664,19,14,9,11,9,16,12
Herb_Bag_9665,32,11,20,28,11,21,24
Herb_Bag_9666,22,29,30,35,9,16,12
Herb_Bag_9667,16,14,24,21,3,15,18
Herb_Bag_9668,27,37,23,36,7,24,6
Herb_Bag_9669,13,13,18,42,25,27,12
Herb_Bag_9670,28,12,12,17,14,22,17
Herb_Bag_9671,21,18,16,25,15,21,20
Herb_Bag_9672,24,10,18,38,12,33,15
Herb_Bag_9673,13,44,18,25,11,27,15
Herb_Bag_9674,20,24,23,3,5,28,10
Herb_Bag_9675,24,35,17,19,7,15,19
Herb_Bag_9676,8,32,14,15,0,9,9
Herb_Bag_9677,27,9,19,20,11,35,15
Herb_Bag_9678,24,32,26,7,10,24,29
Herb_Bag_9679,22,23,19,11,12,14,18
Herb_Bag_9680,24,25,20,25,6,20,8
Herb_Bag_9681,19,15,16,8,13,9,4
Herb_Bag_9682,18,25,23,47,6,26,17
Herb_Bag_9683,27,8,23,13,10,6,18
Herb_Bag_9684,16,34,23,3,10,14,15
Herb_Bag_9685,31,30,17,32,8,21,13
Herb_Bag_9686,6,40,11,34,8,28,15
Herb_Bag_9687,28,15,26,26,12,7,25
Herb_Bag_9688,21,12,22,22,17,17,14
Herb_Bag_9689,12,10,19,15,4,39,8
Herb_Bag_9690,24,20,26,23,5,27,24
Herb_Bag_9691,24,16,12,0,9,4,8
Herb_Bag_9692,28,0,13,35,11,33,11
Herb_Bag_9693,28,20,15,17,11,13,17
Herb_Bag_9694,19,15,16,17,9,14,19
Herb_Bag_9695,20,22,26,16,5,25,10
Herb_Bag_9696,25,12,21,13,11,18,10
Herb_Bag_9697,25,20,22,15,15,36,8
Herb_Bag_9698,21,10,21,26,5,15,11
Herb_Bag_9699,36,24,21,22,13,23,19
Herb_Bag_9700,22,24,18,21,15,22,25
Herb_Bag_9701,29,11,20,12,9,10,11
Herb_Bag_9702,20,17,27,9,12,28,20
Herb_Bag_9703,25,21,20,16,8,24,12
Herb_Bag_9704,8,11,25,15,17,18,13
Herb_Bag_9705,13,23,23,36,10,6,17
Herb_Bag_9706,12,23,24,26,13,23,24
Herb_Bag_9707,17,22,12,19,10,24,8
Herb_Bag_9708,20,19,23,33,16,34,17
Herb_Bag_9709,8,40,20,34,12,1,10
Herb_Bag_9710,15,28,28,25,7,19,7
Herb_Bag_9711,26,17,19,25,8,18,1
Herb_Bag_9712,18,27,18,23,3,23,27
Herb_Bag_9713,23,30,21,26,5,13,16
Herb_Bag_9714,22,32,27,9,10,15,20
Herb_Bag_9715,25,17,22,41,6,18,11
Herb_Bag_9716,24,9,20,33,5,19,11
Herb_Bag_9717,33,7,5,0,8,24,25
Herb_Bag_9718,20,24,20,25,14,20,13
Herb_Bag_9719,24,26,26,18,7,19,8
Herb_Bag_9720,25,7,14,47,4,25,15
Herb_Bag_9721,23,33,16,12,9,24,21
Herb_Bag_9722,18,30,33,18,10,14,15
Herb_Bag_9723,33,7,12,31,11,19,19
Herb_Bag_9724,15,27,20,5,7,14,19
Herb_Bag_9725,20,10,11,12,16,5,20
Herb_Bag_9726,16,26,19,11,13,24,8
Herb_Bag_9727,17,25,24,26,14,33,11
Herb_Bag_9728,23,21,22,20,12,20,4
Herb_Bag_9729,10,30,20,10,8,30,15
Herb_Bag_9730,20,6,16,30,10,15,13
Herb_Bag_9731,19,33,22,46,11,21,12
Herb_Bag_9732,22,8,21,37,16,22,11
Herb_Bag_9733,10,8,23,14,12,19,11
Herb_Bag_9734,21,27,18,39,9,17,9
Herb_Bag_9735,18,7,12,14,8,32,11
Herb_Bag_9736,27,36,17,17,3,14,5
Herb_Bag_9737,23,43,20,0,1,14,14
Herb_Bag_9738,9,41,19,36,14,16,12
Herb_Bag_9739,6,26,13,39,11,16,13
Herb_Bag_9740,28,28,23,27,16,20,11
Herb_Bag_9741,21,23,19,24,6,20,0
Herb_Bag_9742,11,17,23,35,14,14,14
Herb_Bag_9743,13,0,15,18,8,26,2
